filename,psnr,ssim
"10_res.jpg",18.7644,0.679917
"11_res.jpg",24.813,0.864262
"12_res.jpg",22.9002,0.790596
"13_res.jpg",23.2249,0.798143
"14_res.jpg",23.993,0.89393
"15_res.jpg",24.1491,0.882596
"16_res.jpg",23.2513,0.872753
"17_res.jpg",23.6583,0.817195
"18_res.jpg",22.2942,0.813732
"19_res.jpg",22.0002,0.804516
"20_res.jpg",10.8902,0.285375
