filename,psnr,ssim
"10_res.jpg",19.4075,0.685773
"11_res.jpg",23.6509,0.865389
"12_res.jpg",22.0205,0.789874
"13_res.jpg",22.3103,0.797775
"14_res.jpg",25.3899,0.898545
"15_res.jpg",26.4656,0.889405
"16_res.jpg",24.8365,0.879297
"17_res.jpg",24.2924,0.821478
"18_res.jpg",21.4326,0.814587
"19_res.jpg",23.1303,0.814553
"20_res.jpg",11.0606,0.289821
