filename,k,duration_sec
"10.JPG",5,12.1367
"11.JPG",5,14.4598
"12.JPG",5,14.4419
"13.JPG",5,14.2992
"14.JPG",5,5.41974
"15.JPG",5,4.01778
"16.JPG",5,7.23256
"17.JPG",5,7.12347
"18.JPG",5,14.3958
"19.JPG",5,5.55255
"20.JPG",5,5.349
