filename,k,duration_sec
"10.JPG",16,3.39922
"11.JPG",16,4.02416
"12.JPG",16,4.06811
"13.JPG",16,4.04543
"14.JPG",16,1.46686
"15.JPG",16,1.09814
"16.JPG",16,2.02015
"17.JPG",16,2.0061
"18.JPG",16,4.0033
"19.JPG",16,1.48237
"20.JPG",16,1.47909
